"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"23.06.2018 04:00 - 23.06.2018 05:00,""0"",""0"",""0"",""200"""
"23.06.2018 05:00 - 23.06.2018 06:00,""0"",""0"",""1"",""201"""
"23.06.2018 06:00 - 23.06.2018 07:00,""0"",""0"",""130"",""130"""
"23.06.2018 07:00 - 23.06.2018 08:00,""0"",""0"",""291"",""291"""
"23.06.2018 08:00 - 23.06.2018 09:00,""0"",""0"",""425"",""425"""
"23.06.2018 09:00 - 23.06.2018 10:00,""0"",""0"",""430"",""430"""
"23.06.2018 10:00 - 23.06.2018 11:00,""0"",""0"",""370"",""370"""
"23.06.2018 11:00 - 23.06.2018 12:00,""0"",""0"",""312"",""312"""
"23.06.2018 12:00 - 23.06.2018 13:00,""0"",""0"",""330"",""330"""
"23.06.2018 13:00 - 23.06.2018 14:00,""0"",""0"",""310"",""310"""
"23.06.2018 14:00 - 23.06.2018 15:00,""0"",""0"",""410"",""410"""
"23.06.2018 15:00 - 23.06.2018 16:00,""0"",""0"",""385"",""385"""
"23.06.2018 16:00 - 23.06.2018 17:00,""0"",""0"",""410"",""510"""
"23.06.2018 17:00 - 23.06.2018 18:00,""0"",""0"",""450"",""550"""
"23.06.2018 18:00 - 23.06.2018 19:00,""0"",""0"",""425"",""525"""
"23.06.2018 19:00 - 23.06.2018 20:00,""0"",""0"",""415"",""515"""
"23.06.2018 20:00 - 23.06.2018 21:00,""0"",""0"",""440"",""540"""
"23.06.2018 21:00 - 23.06.2018 22:00,""0"",""0"",""415"",""515"""
"23.06.2018 22:00 - 23.06.2018 23:00,""0"",""0"",""415"",""515"""
"23.06.2018 23:00 - 24.06.2018 00:00,""0"",""0"",""380"",""480"""
"24.06.2018 00:00 - 24.06.2018 01:00,""0"",""0"",""374"",""374"""
"24.06.2018 01:00 - 24.06.2018 02:00,""0"",""0"",""375"",""375"""
"24.06.2018 02:00 - 24.06.2018 03:00,""0"",""0"",""360"",""360"""
"24.06.2018 03:00 - 24.06.2018 04:00,""0"",""0"",""374"",""374"""
"24.06.2018 04:00 - 24.06.2018 05:00,""0"",""0"",""174"",""174"""
"24.06.2018 05:00 - 24.06.2018 06:00,""0"",""0"",""210"",""210"""
"24.06.2018 06:00 - 24.06.2018 07:00,""0"",""0"",""420"",""420"""
"24.06.2018 07:00 - 24.06.2018 08:00,""0"",""0"",""420"",""420"""
"24.06.2018 08:00 - 24.06.2018 09:00,""0"",""0"",""420"",""420"""
"24.06.2018 09:00 - 24.06.2018 10:00,""0"",""0"",""430"",""430"""
"24.06.2018 10:00 - 24.06.2018 11:00,""0"",""0"",""440"",""440"""
"24.06.2018 11:00 - 24.06.2018 12:00,""0"",""0"",""420"",""420"""
"24.06.2018 12:00 - 24.06.2018 13:00,""0"",""0"",""440"",""440"""
"24.06.2018 13:00 - 24.06.2018 14:00,""0"",""0"",""440"",""440"""
"24.06.2018 14:00 - 24.06.2018 15:00,""0"",""0"",""430"",""430"""
"24.06.2018 15:00 - 24.06.2018 16:00,""0"",""0"",""430"",""430"""
"24.06.2018 16:00 - 24.06.2018 17:00,""0"",""0"",""430"",""430"""
"24.06.2018 17:00 - 24.06.2018 18:00,""0"",""0"",""430"",""430"""
"24.06.2018 18:00 - 24.06.2018 19:00,""0"",""0"",""420"",""420"""
"24.06.2018 19:00 - 24.06.2018 20:00,""0"",""0"",""335"",""335"""
"24.06.2018 20:00 - 24.06.2018 21:00,""0"",""0"",""340"",""340"""
"24.06.2018 21:00 - 24.06.2018 22:00,""0"",""0"",""340"",""340"""
"24.06.2018 22:00 - 24.06.2018 23:00,""0"",""0"",""400"",""400"""
"24.06.2018 23:00 - 25.06.2018 00:00,""0"",""0"",""365"",""365"""
"25.06.2018 00:00 - 25.06.2018 01:00,""0"",""0"",""180"",""180"""
"25.06.2018 01:00 - 25.06.2018 02:00,""0"",""0"",""160"",""160"""
"25.06.2018 02:00 - 25.06.2018 03:00,""0"",""0"",""99"",""99"""
"25.06.2018 03:00 - 25.06.2018 04:00,""0"",""0"",""38"",""38"""
"25.06.2018 04:00 - 25.06.2018 05:00,""0"",""0"",""29"",""29"""
"25.06.2018 05:00 - 25.06.2018 06:00,""0"",""0"",""113"",""113"""
"25.06.2018 06:00 - 25.06.2018 07:00,""0"",""0"",""45"",""45"""
"25.06.2018 07:00 - 25.06.2018 08:00,""0"",""0"",""45"",""45"""
"25.06.2018 08:00 - 25.06.2018 09:00,""0"",""0"",""430"",""430"""
"25.06.2018 09:00 - 25.06.2018 10:00,""0"",""0"",""440"",""440"""
"25.06.2018 10:00 - 25.06.2018 11:00,""0"",""0"",""430"",""430"""
"25.06.2018 11:00 - 25.06.2018 12:00,""0"",""0"",""440"",""440"""
"25.06.2018 12:00 - 25.06.2018 13:00,""0"",""0"",""440"",""440"""
"25.06.2018 13:00 - 25.06.2018 14:00,""0"",""0"",""440"",""440"""
"25.06.2018 14:00 - 25.06.2018 15:00,""0"",""0"",""430"",""430"""
"25.06.2018 15:00 - 25.06.2018 16:00,""0"",""0"",""420"",""420"""
"25.06.2018 16:00 - 25.06.2018 17:00,""0"",""0"",""430"",""430"""
"25.06.2018 17:00 - 25.06.2018 18:00,""0"",""0"",""417"",""417"""
"25.06.2018 18:00 - 25.06.2018 19:00,""0"",""0"",""380"",""380"""
"25.06.2018 19:00 - 25.06.2018 20:00,""0"",""0"",""315"",""315"""
"25.06.2018 20:00 - 25.06.2018 21:00,""0"",""0"",""350"",""350"""
"25.06.2018 21:00 - 25.06.2018 22:00,""0"",""0"",""350"",""350"""
"25.06.2018 22:00 - 25.06.2018 23:00,""0"",""0"",""100"",""100"""
"25.06.2018 23:00 - 26.06.2018 00:00,""200"",""200"",""20"",""20"""
"26.06.2018 00:00 - 26.06.2018 01:00,""0"",""0"",""105"",""105"""
"26.06.2018 01:00 - 26.06.2018 02:00,""0"",""0"",""265"",""265"""
"26.06.2018 02:00 - 26.06.2018 03:00,""0"",""0"",""270"",""270"""
"26.06.2018 03:00 - 26.06.2018 04:00,""0"",""0"",""200"",""200"""
"26.06.2018 04:00 - 26.06.2018 05:00,""0"",""0"",""228"",""228"""
"26.06.2018 05:00 - 26.06.2018 06:00,""0"",""0"",""195"",""195"""
"26.06.2018 06:00 - 26.06.2018 07:00,""50"",""50"",""0"",""0"""
"26.06.2018 07:00 - 26.06.2018 08:00,""0"",""0"",""35"",""35"""
"26.06.2018 08:00 - 26.06.2018 09:00,""0"",""0"",""290"",""290"""
"26.06.2018 09:00 - 26.06.2018 10:00,""0"",""0"",""325"",""325"""
"26.06.2018 10:00 - 26.06.2018 11:00,""0"",""0"",""325"",""325"""
"26.06.2018 11:00 - 26.06.2018 12:00,""0"",""0"",""440"",""440"""
"26.06.2018 12:00 - 26.06.2018 13:00,""0"",""0"",""420"",""420"""
"26.06.2018 13:00 - 26.06.2018 14:00,""0"",""0"",""415"",""415"""
"26.06.2018 14:00 - 26.06.2018 15:00,""0"",""0"",""430"",""430"""
"26.06.2018 15:00 - 26.06.2018 16:00,""0"",""0"",""439"",""439"""
"26.06.2018 16:00 - 26.06.2018 17:00,""0"",""0"",""415"",""415"""
"26.06.2018 17:00 - 26.06.2018 18:00,""0"",""0"",""430"",""430"""
"26.06.2018 18:00 - 26.06.2018 19:00,""0"",""0"",""240"",""240"""
"26.06.2018 19:00 - 26.06.2018 20:00,""0"",""0"",""55"",""55"""
"26.06.2018 20:00 - 26.06.2018 21:00,""0"",""0"",""75"",""75"""
"26.06.2018 21:00 - 26.06.2018 22:00,""0"",""30"",""288"",""288"""
"26.06.2018 22:00 - 26.06.2018 23:00,""0"",""66"",""170"",""170"""
"26.06.2018 23:00 - 27.06.2018 00:00,""100"",""120"",""0"",""0"""
"27.06.2018 00:00 - 27.06.2018 01:00,""175"",""175"",""125"",""125"""
"27.06.2018 01:00 - 27.06.2018 02:00,""193"",""193"",""100"",""100"""
"27.06.2018 02:00 - 27.06.2018 03:00,""100"",""100"",""100"",""100"""
"27.06.2018 03:00 - 27.06.2018 04:00,""245"",""245"",""100"",""100"""
"27.06.2018 04:00 - 27.06.2018 05:00,""175"",""175"",""82"",""82"""
"27.06.2018 05:00 - 27.06.2018 06:00,""335"",""335"",""75"",""75"""
"27.06.2018 06:00 - 27.06.2018 07:00,""241"",""241"",""0"",""0"""
"27.06.2018 07:00 - 27.06.2018 08:00,""0"",""0"",""303"",""303"""
"27.06.2018 08:00 - 27.06.2018 09:00,""0"",""0"",""413"",""413"""
"27.06.2018 09:00 - 27.06.2018 10:00,""0"",""0"",""360"",""360"""
"27.06.2018 10:00 - 27.06.2018 11:00,""0"",""0"",""342"",""342"""
"27.06.2018 11:00 - 27.06.2018 12:00,""0"",""0"",""305"",""305"""
"27.06.2018 12:00 - 27.06.2018 13:00,""0"",""0"",""305"",""305"""
"27.06.2018 13:00 - 27.06.2018 14:00,""0"",""0"",""305"",""305"""
"27.06.2018 14:00 - 27.06.2018 15:00,""0"",""0"",""285"",""285"""
"27.06.2018 15:00 - 27.06.2018 16:00,""0"",""0"",""265"",""265"""
"27.06.2018 16:00 - 27.06.2018 17:00,""0"",""0"",""240"",""240"""
"27.06.2018 17:00 - 27.06.2018 18:00,""0"",""0"",""275"",""275"""
"27.06.2018 18:00 - 27.06.2018 19:00,""0"",""0"",""195"",""195"""
"27.06.2018 19:00 - 27.06.2018 20:00,""0"",""0"",""72"",""72"""
"27.06.2018 20:00 - 27.06.2018 21:00,""0"",""0"",""0"",""0"""
"27.06.2018 21:00 - 27.06.2018 22:00,""0"",""0"",""110"",""110"""
"27.06.2018 22:00 - 27.06.2018 23:00,""70"",""184"",""100"",""100"""
"27.06.2018 23:00 - 28.06.2018 00:00,""0"",""0"",""160"",""160"""
"28.06.2018 00:00 - 28.06.2018 01:00,""0"",""0"",""79"",""79"""
"28.06.2018 01:00 - 28.06.2018 02:00,""0"",""0"",""45"",""45"""
"28.06.2018 02:00 - 28.06.2018 03:00,""0"",""0"",""0"",""0"""
"28.06.2018 03:00 - 28.06.2018 04:00,""70"",""70"",""0"",""0"""
"28.06.2018 04:00 - 28.06.2018 05:00,""75"",""75"",""0"",""0"""
"28.06.2018 05:00 - 28.06.2018 06:00,""75"",""75"",""75"",""75"""
"28.06.2018 06:00 - 28.06.2018 07:00,""65"",""65"",""0"",""0"""
"28.06.2018 07:00 - 28.06.2018 08:00,""34"",""34"",""75"",""75"""
"28.06.2018 08:00 - 28.06.2018 09:00,""0"",""0"",""450"",""450"""
"28.06.2018 09:00 - 28.06.2018 10:00,""0"",""0"",""450"",""450"""
"28.06.2018 10:00 - 28.06.2018 11:00,""0"",""0"",""430"",""430"""
"28.06.2018 11:00 - 28.06.2018 12:00,""0"",""0"",""450"",""450"""
"28.06.2018 12:00 - 28.06.2018 13:00,""0"",""0"",""450"",""450"""
"28.06.2018 13:00 - 28.06.2018 14:00,""0"",""0"",""440"",""440"""
"28.06.2018 14:00 - 28.06.2018 15:00,""0"",""0"",""370"",""370"""
"28.06.2018 15:00 - 28.06.2018 16:00,""0"",""0"",""400"",""400"""
"28.06.2018 16:00 - 28.06.2018 17:00,""0"",""0"",""340"",""340"""
"28.06.2018 17:00 - 28.06.2018 18:00,""0"",""0"",""407"",""407"""
"28.06.2018 18:00 - 28.06.2018 19:00,""0"",""0"",""425"",""425"""
"28.06.2018 19:00 - 28.06.2018 20:00,""0"",""0"",""368"",""368"""
"28.06.2018 20:00 - 28.06.2018 21:00,""0"",""0"",""425"",""425"""
"28.06.2018 21:00 - 28.06.2018 22:00,""0"",""0"",""365"",""365"""
"28.06.2018 22:00 - 28.06.2018 23:00,""0"",""0"",""390"",""390"""
"28.06.2018 23:00 - 29.06.2018 00:00,""0"",""0"",""355"",""355"""
"29.06.2018 00:00 - 29.06.2018 01:00,""0"",""0"",""405"",""405"""
"29.06.2018 01:00 - 29.06.2018 02:00,""0"",""0"",""385"",""385"""
"29.06.2018 02:00 - 29.06.2018 03:00,""0"",""0"",""405"",""405"""
"29.06.2018 03:00 - 29.06.2018 04:00,""0"",""0"",""425"",""425"""
"29.06.2018 04:00 - 29.06.2018 05:00,""0"",""0"",""366"",""366"""
"29.06.2018 05:00 - 29.06.2018 06:00,""0"",""0"",""405"",""405"""
"29.06.2018 06:00 - 29.06.2018 07:00,""0"",""0"",""385"",""385"""
"29.06.2018 07:00 - 29.06.2018 08:00,""0"",""0"",""405"",""405"""
"29.06.2018 08:00 - 29.06.2018 09:00,""0"",""0"",""425"",""425"""
"29.06.2018 09:00 - 29.06.2018 10:00,""0"",""0"",""358"",""358"""
"29.06.2018 10:00 - 29.06.2018 11:00,""0"",""0"",""405"",""405"""
"29.06.2018 11:00 - 29.06.2018 12:00,""0"",""0"",""425"",""425"""
"29.06.2018 12:00 - 29.06.2018 13:00,""0"",""0"",""425"",""425"""
"29.06.2018 13:00 - 29.06.2018 14:00,""0"",""0"",""425"",""425"""
"29.06.2018 14:00 - 29.06.2018 15:00,""0"",""0"",""425"",""425"""
"29.06.2018 15:00 - 29.06.2018 16:00,""0"",""0"",""374"",""374"""
"29.06.2018 16:00 - 29.06.2018 17:00,""0"",""0"",""375"",""375"""
"29.06.2018 17:00 - 29.06.2018 18:00,""0"",""0"",""395"",""395"""
"29.06.2018 18:00 - 29.06.2018 19:00,""0"",""0"",""405"",""405"""
"29.06.2018 19:00 - 29.06.2018 20:00,""0"",""0"",""383"",""383"""
"29.06.2018 20:00 - 29.06.2018 21:00,""0"",""0"",""392"",""392"""
"29.06.2018 21:00 - 29.06.2018 22:00,""0"",""0"",""385"",""385"""
"29.06.2018 22:00 - 29.06.2018 23:00,""0"",""50"",""125"",""125"""
"29.06.2018 23:00 - 30.06.2018 00:00,""114"",""114"",""25"",""25"""
"30.06.2018 00:00 - 30.06.2018 01:00,""685"",""685"",""0"",""0"""
"30.06.2018 01:00 - 30.06.2018 02:00,""460"",""460"",""0"",""0"""
"30.06.2018 02:00 - 30.06.2018 03:00,""435"",""435"",""135"",""135"""
"30.06.2018 03:00 - 30.06.2018 04:00,""335"",""335"",""20"",""20"""
"30.06.2018 04:00 - 30.06.2018 05:00,""335"",""335"",""25"",""25"""
"30.06.2018 05:00 - 30.06.2018 06:00,""435"",""435"",""5"",""5"""
"30.06.2018 06:00 - 30.06.2018 07:00,""270"",""270"",""49"",""49"""
"30.06.2018 07:00 - 30.06.2018 08:00,""303"",""303"",""85"",""85"""
"30.06.2018 08:00 - 30.06.2018 09:00,""150"",""150"",""50"",""50"""
"30.06.2018 09:00 - 30.06.2018 10:00,""23"",""23"",""260"",""260"""
"30.06.2018 10:00 - 30.06.2018 11:00,""0"",""0"",""440"",""440"""
"30.06.2018 11:00 - 30.06.2018 12:00,""0"",""0"",""400"",""400"""
"30.06.2018 12:00 - 30.06.2018 13:00,""0"",""0"",""350"",""350"""
"30.06.2018 13:00 - 30.06.2018 14:00,""0"",""0"",""388"",""388"""
"30.06.2018 14:00 - 30.06.2018 15:00,""0"",""0"",""380"",""380"""
"30.06.2018 15:00 - 30.06.2018 16:00,""0"",""0"",""440"",""440"""
"30.06.2018 16:00 - 30.06.2018 17:00,""0"",""0"",""417"",""417"""
"30.06.2018 17:00 - 30.06.2018 18:00,""0"",""0"",""430"",""430"""
"30.06.2018 18:00 - 30.06.2018 19:00,""490"",""490"",""0"",""0"""
"30.06.2018 19:00 - 30.06.2018 20:00,""540"",""540"",""0"",""0"""
"30.06.2018 20:00 - 30.06.2018 21:00,""491"",""491"",""0"",""0"""
"30.06.2018 21:00 - 30.06.2018 22:00,""265"",""265"",""0"",""0"""
"30.06.2018 22:00 - 30.06.2018 23:00,""515"",""515"",""0"",""0"""
"30.06.2018 23:00 - 01.07.2018 00:00,""408"",""408"",""0"",""0"""
"01.07.2018 00:00 - 01.07.2018 01:00,""200"",""200"",""395"",""395"""
"01.07.2018 01:00 - 01.07.2018 02:00,""150"",""150"",""330"",""330"""
"01.07.2018 02:00 - 01.07.2018 03:00,""0"",""0"",""226"",""226"""
"01.07.2018 03:00 - 01.07.2018 04:00,""0"",""0"",""165"",""165"""
"01.07.2018 04:00 - 01.07.2018 05:00,""0"",""0"",""0"",""0"""
"01.07.2018 05:00 - 01.07.2018 06:00,""0"",""0"",""0"",""0"""
"01.07.2018 06:00 - 01.07.2018 07:00,""0"",""0"",""147"",""147"""
"01.07.2018 07:00 - 01.07.2018 08:00,""0"",""0"",""274"",""274"""
"01.07.2018 08:00 - 01.07.2018 09:00,""0"",""0"",""465"",""465"""
"01.07.2018 09:00 - 01.07.2018 10:00,""0"",""0"",""475"",""475"""
"01.07.2018 10:00 - 01.07.2018 11:00,""0"",""0"",""470"",""470"""
"01.07.2018 11:00 - 01.07.2018 12:00,""0"",""0"",""470"",""470"""
"01.07.2018 12:00 - 01.07.2018 13:00,""0"",""0"",""470"",""470"""
"01.07.2018 13:00 - 01.07.2018 14:00,""0"",""0"",""460"",""460"""
"01.07.2018 14:00 - 01.07.2018 15:00,""0"",""0"",""460"",""460"""
"01.07.2018 15:00 - 01.07.2018 16:00,""0"",""0"",""430"",""430"""
"01.07.2018 16:00 - 01.07.2018 17:00,""0"",""0"",""460"",""460"""
"01.07.2018 17:00 - 01.07.2018 18:00,""0"",""0"",""455"",""455"""
"01.07.2018 18:00 - 01.07.2018 19:00,""65"",""65"",""330"",""330"""
"01.07.2018 19:00 - 01.07.2018 20:00,""590"",""590"",""50"",""550"""
"01.07.2018 20:00 - 01.07.2018 21:00,""640"",""640"",""0"",""500"""
"01.07.2018 21:00 - 01.07.2018 22:00,""522"",""522"",""0"",""500"""
"01.07.2018 22:00 - 01.07.2018 23:00,""470"",""488"",""0"",""50"""
"01.07.2018 23:00 - 02.07.2018 00:00,""449"",""550"",""0"",""301"""
"02.07.2018 00:00 - 02.07.2018 01:00,""275"",""275"",""0"",""200"""
"02.07.2018 01:00 - 02.07.2018 02:00,""175"",""175"",""0"",""200"""
"02.07.2018 02:00 - 02.07.2018 03:00,""217"",""217"",""0"",""200"""
"02.07.2018 03:00 - 02.07.2018 04:00,""225"",""225"",""0"",""200"""
"02.07.2018 04:00 - 02.07.2018 05:00,""225"",""225"",""0"",""0"""
"02.07.2018 05:00 - 02.07.2018 06:00,""550"",""550"",""0"",""0"""
"02.07.2018 06:00 - 02.07.2018 07:00,""380"",""380"",""0"",""0"""
"02.07.2018 07:00 - 02.07.2018 08:00,""320"",""320"",""0"",""0"""
"02.07.2018 08:00 - 02.07.2018 09:00,""0"",""0"",""0"",""0"""
"02.07.2018 09:00 - 02.07.2018 10:00,""0"",""0"",""75"",""275"""
"02.07.2018 10:00 - 02.07.2018 11:00,""0"",""0"",""303"",""503"""
"02.07.2018 11:00 - 02.07.2018 12:00,""0"",""0"",""440"",""440"""
"02.07.2018 12:00 - 02.07.2018 13:00,""0"",""0"",""440"",""440"""
"02.07.2018 13:00 - 02.07.2018 14:00,""0"",""0"",""430"",""430"""
"02.07.2018 14:00 - 02.07.2018 15:00,""0"",""0"",""430"",""430"""
"02.07.2018 15:00 - 02.07.2018 16:00,""0"",""0"",""440"",""440"""
"02.07.2018 16:00 - 02.07.2018 17:00,""0"",""0"",""440"",""440"""
"02.07.2018 17:00 - 02.07.2018 18:00,""20"",""20"",""290"",""290"""
"02.07.2018 18:00 - 02.07.2018 19:00,""118"",""118"",""0"",""0"""
"02.07.2018 19:00 - 02.07.2018 20:00,""160"",""160"",""0"",""0"""
"02.07.2018 20:00 - 02.07.2018 21:00,""65"",""65"",""0"",""122"""
"02.07.2018 21:00 - 02.07.2018 22:00,""0"",""0"",""0"",""17"""
"02.07.2018 22:00 - 02.07.2018 23:00,""120"",""120"",""0"",""0"""
"02.07.2018 23:00 - 03.07.2018 00:00,""520"",""520"",""0"",""0"""
"03.07.2018 00:00 - 03.07.2018 01:00,""454"",""494"",""0"",""0"""
"03.07.2018 01:00 - 03.07.2018 02:00,""493"",""494"",""0"",""0"""
"03.07.2018 02:00 - 03.07.2018 03:00,""353"",""407"",""0"",""0"""
"03.07.2018 03:00 - 03.07.2018 04:00,""295"",""318"",""0"",""0"""
"03.07.2018 04:00 - 03.07.2018 05:00,""420"",""420"",""0"",""0"""
"03.07.2018 05:00 - 03.07.2018 06:00,""719"",""719"",""0"",""0"""
"03.07.2018 06:00 - 03.07.2018 07:00,""335"",""335"",""0"",""0"""
"03.07.2018 07:00 - 03.07.2018 08:00,""0"",""0"",""0"",""0"""
"03.07.2018 08:00 - 03.07.2018 09:00,""0"",""0"",""480"",""480"""
"03.07.2018 09:00 - 03.07.2018 10:00,""0"",""0"",""480"",""480"""
"03.07.2018 10:00 - 03.07.2018 11:00,""0"",""0"",""480"",""480"""
"03.07.2018 11:00 - 03.07.2018 12:00,""0"",""0"",""490"",""490"""
"03.07.2018 12:00 - 03.07.2018 13:00,""0"",""0"",""490"",""490"""
"03.07.2018 13:00 - 03.07.2018 14:00,""0"",""0"",""490"",""490"""
"03.07.2018 14:00 - 03.07.2018 15:00,""0"",""0"",""460"",""460"""
"03.07.2018 15:00 - 03.07.2018 16:00,""0"",""0"",""460"",""460"""
"03.07.2018 16:00 - 03.07.2018 17:00,""0"",""0"",""470"",""470"""
"03.07.2018 17:00 - 03.07.2018 18:00,""0"",""0"",""252"",""252"""
"03.07.2018 18:00 - 03.07.2018 19:00,""0"",""0"",""136"",""136"""
"03.07.2018 19:00 - 03.07.2018 20:00,""0"",""0"",""0"",""0"""
"03.07.2018 20:00 - 03.07.2018 21:00,""0"",""0"",""0"",""0"""
"03.07.2018 21:00 - 03.07.2018 22:00,""0"",""0"",""0"",""0"""
"03.07.2018 22:00 - 03.07.2018 23:00,""155"",""510"",""0"",""0"""
"03.07.2018 23:00 - 04.07.2018 00:00,""507"",""507"",""0"",""0"""
"04.07.2018 00:00 - 04.07.2018 01:00,""615"",""635"",""0"",""0"""
"04.07.2018 01:00 - 04.07.2018 02:00,""645"",""647"",""0"",""0"""
"04.07.2018 02:00 - 04.07.2018 03:00,""685"",""735"",""0"",""0"""
"04.07.2018 03:00 - 04.07.2018 04:00,""660"",""710"",""0"",""0"""
"04.07.2018 04:00 - 04.07.2018 05:00,""660"",""985"",""0"",""0"""
"04.07.2018 05:00 - 04.07.2018 06:00,""870"",""1150"",""0"",""0"""
"04.07.2018 06:00 - 04.07.2018 07:00,""252"",""452"",""0"",""0"""
"04.07.2018 07:00 - 04.07.2018 08:00,""0"",""200"",""0"",""0"""
"04.07.2018 08:00 - 04.07.2018 09:00,""0"",""0"",""355"",""355"""
"04.07.2018 09:00 - 04.07.2018 10:00,""0"",""0"",""380"",""380"""
"04.07.2018 10:00 - 04.07.2018 11:00,""0"",""0"",""450"",""450"""
"04.07.2018 11:00 - 04.07.2018 12:00,""0"",""0"",""450"",""450"""
"04.07.2018 12:00 - 04.07.2018 13:00,""0"",""0"",""475"",""475"""
"04.07.2018 13:00 - 04.07.2018 14:00,""0"",""0"",""480"",""480"""
"04.07.2018 14:00 - 04.07.2018 15:00,""0"",""0"",""460"",""460"""
"04.07.2018 15:00 - 04.07.2018 16:00,""0"",""0"",""390"",""390"""
"04.07.2018 16:00 - 04.07.2018 17:00,""0"",""0"",""425"",""425"""
"04.07.2018 17:00 - 04.07.2018 18:00,""0"",""0"",""365"",""365"""
"04.07.2018 18:00 - 04.07.2018 19:00,""0"",""0"",""0"",""0"""
"04.07.2018 19:00 - 04.07.2018 20:00,""0"",""0"",""0"",""0"""
"04.07.2018 20:00 - 04.07.2018 21:00,""0"",""0"",""0"",""0"""
"04.07.2018 21:00 - 04.07.2018 22:00,""0"",""0"",""0"",""0"""
"04.07.2018 22:00 - 04.07.2018 23:00,""27"",""131"",""0"",""0"""
"04.07.2018 23:00 - 05.07.2018 00:00,""293"",""516"",""0"",""0"""
"05.07.2018 00:00 - 05.07.2018 01:00,""539"",""539"",""103"",""103"""
"05.07.2018 01:00 - 05.07.2018 02:00,""737"",""737"",""125"",""125"""
"05.07.2018 02:00 - 05.07.2018 03:00,""690"",""690"",""20"",""20"""
"05.07.2018 03:00 - 05.07.2018 04:00,""735"",""735"",""20"",""20"""
"05.07.2018 04:00 - 05.07.2018 05:00,""735"",""935"",""20"",""20"""
"05.07.2018 05:00 - 05.07.2018 06:00,""755"",""855"",""20"",""20"""
"05.07.2018 06:00 - 05.07.2018 07:00,""468"",""608"",""20"",""20"""
"05.07.2018 07:00 - 05.07.2018 08:00,""0"",""14"",""20"",""20"""
"05.07.2018 08:00 - 05.07.2018 09:00,""0"",""0"",""340"",""340"""
"05.07.2018 09:00 - 05.07.2018 10:00,""0"",""0"",""365"",""365"""
"05.07.2018 10:00 - 05.07.2018 11:00,""0"",""0"",""380"",""380"""
"05.07.2018 11:00 - 05.07.2018 12:00,""0"",""0"",""400"",""400"""
"05.07.2018 12:00 - 05.07.2018 13:00,""0"",""40"",""430"",""430"""
"05.07.2018 13:00 - 05.07.2018 14:00,""0"",""20"",""430"",""430"""
"05.07.2018 14:00 - 05.07.2018 15:00,""0"",""30"",""380"",""380"""
"05.07.2018 15:00 - 05.07.2018 16:00,""0"",""30"",""379"",""379"""
"05.07.2018 16:00 - 05.07.2018 17:00,""0"",""256"",""451"",""451"""
"05.07.2018 17:00 - 05.07.2018 18:00,""0"",""295"",""460"",""460"""
"05.07.2018 18:00 - 05.07.2018 19:00,""0"",""225"",""225"",""225"""
"05.07.2018 19:00 - 05.07.2018 20:00,""0"",""135"",""140"",""140"""
"05.07.2018 20:00 - 05.07.2018 21:00,""0"",""87"",""275"",""275"""
"05.07.2018 21:00 - 05.07.2018 22:00,""0"",""120"",""275"",""275"""
"05.07.2018 22:00 - 05.07.2018 23:00,""107"",""267"",""45"",""45"""
"05.07.2018 23:00 - 06.07.2018 00:00,""70"",""314"",""140"",""140"""
"06.07.2018 00:00 - 06.07.2018 01:00,""470"",""470"",""50"",""50"""
"06.07.2018 01:00 - 06.07.2018 02:00,""333"",""333"",""82"",""82"""
"06.07.2018 02:00 - 06.07.2018 03:00,""325"",""325"",""50"",""50"""
"06.07.2018 03:00 - 06.07.2018 04:00,""175"",""175"",""50"",""50"""
"06.07.2018 04:00 - 06.07.2018 05:00,""154"",""154"",""25"",""25"""
"06.07.2018 05:00 - 06.07.2018 06:00,""325"",""325"",""50"",""50"""
"06.07.2018 06:00 - 06.07.2018 07:00,""366"",""366"",""0"",""0"""
"06.07.2018 07:00 - 06.07.2018 08:00,""156"",""156"",""145"",""145"""
"06.07.2018 08:00 - 06.07.2018 09:00,""0"",""0"",""265"",""265"""
"06.07.2018 09:00 - 06.07.2018 10:00,""0"",""0"",""390"",""390"""
"06.07.2018 10:00 - 06.07.2018 11:00,""0"",""0"",""400"",""400"""
"06.07.2018 11:00 - 06.07.2018 12:00,""0"",""0"",""400"",""400"""
"06.07.2018 12:00 - 06.07.2018 13:00,""0"",""0"",""350"",""350"""
"06.07.2018 13:00 - 06.07.2018 14:00,""0"",""0"",""350"",""350"""
"06.07.2018 14:00 - 06.07.2018 15:00,""0"",""0"",""350"",""350"""
"06.07.2018 15:00 - 06.07.2018 16:00,""0"",""0"",""325"",""325"""
"06.07.2018 16:00 - 06.07.2018 17:00,""0"",""0"",""295"",""295"""
"06.07.2018 17:00 - 06.07.2018 18:00,""0"",""0"",""275"",""275"""
"06.07.2018 18:00 - 06.07.2018 19:00,""0"",""0"",""320"",""320"""
"06.07.2018 19:00 - 06.07.2018 20:00,""0"",""0"",""300"",""300"""
"06.07.2018 20:00 - 06.07.2018 21:00,""0"",""0"",""292"",""292"""
"06.07.2018 21:00 - 06.07.2018 22:00,""0"",""0"",""194"",""194"""
